CLASS,SPECIES_FINAL,STRAIN,SOURCE_FINAL,AUTHOR_FINAL,NONSYNOM_REM,NONSYNOM_ALT,NONSYNOM_REC,SPECIES_TOGASHI,AUTHOR_TOGASHI,SOURCE_VERIFICATION,AUTHOR_VERIFICATION,SPECIES_TOGASHI_ALT,SPECIES_TOGASHI_NON,TITLE_INFO,TITLE_MATCH,SPECIES_CHANGED,AMBIGUOUS,SPORE,PROCESS,CARDINAL,TEMPERATURE,DETAILS,UNCERTAINTY,TEMPERATURE_REFERENCE,DISEASE,HOST_PLANT
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,infection,min,15.8,"note:  Joanette strain. resistant to forms 1, 3, and 4 if kept at 15.8 for whole of rust development. Hence, Tmin 15.8 but may be >. Note that ""no significant devition from the normal reactions of white rusian, richland and victory oats to any physiological forms occurs at 14.1, 18.2, 22.1 and 24.1"".",>,"Gordon, 1930",,
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,infection,min,12,"note:  at temps from 12 - 28, at 12 joanette strain resistant to forms 1, 3, 4 and 5, while at 28 was completely susceptible to all 9 forms (no appreciable effect on types of uredo-infection produced by forms 1 - 9 for victory, white russian and richland oats). Hence, Tmin 12 or >.",>,"Gordon, 1931",,
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,infection,min,12,"note:  at temps from 12 - 28, at 12 joanette strain resistant to forms 1, 3, 4 and 5, while at 28 was completely susceptible to all 9 forms (no appreciable effect on types of uredo-infection produced by forms 1 - 9 for victory, white russian and richland oats). Hence, Tmin 12 or >.",>,"Gordon, 1933",,
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,infection,min,15.6,"note:  at relatively cold temps of 15.6 some varieties immune, but completely susceptible at higher temp i.e. 23.9. 15.6 estimated as Tmin, however could be >15.6 for these immune varieties.",>,"Johnson, T., 1931b",,wheat
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,infection,min,14.4,"note:  mean temp of 14.4, mindum (wheat) seedlings highly resistant, quite susceptibe at mean temp of 22.8. Assumed Tmin.",,"Johnson, T., 1931d",,mindum
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,infection,min,14.4,"note:  mean temp of 14.4, mindum (wheat) seedlings highly resistant, quite susceptibe at mean temp of 22.8. Assumed Tmin.",,"Johnson, T., 1931e",,mindum
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,infection,min,5.6,note:  near,,"Lauritzen, 1919",rust,wheat
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,infection,min,15.6,"note:  when total precipitation falls below 2 inches or temp is < 15.6, no rust develops on wheat",<,"Levine, 1928",rust,wheat
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,infection,min,12.5,"note:  Note, record is mean of (a) wheat heading (10) and (b) seedling, stooling and jointing (15).",,"Peltier, 1923",rust,wheat
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,infection,min,13.9,"note:  form 7 developed heavily on all different varieties at 25, but at 13.9 it failed to produce spores on green mountain, white tarter, and green russian. Hence, Tmin 13.9 or >.",>,"Peturson, 1931",,
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,infection,min,13.9,"note:  red rustproof was susceptible to form 4 at 21.1 and 25, but resists at 13.9. Hence, Tmin estimated as 13.9, but could be >13.9.",>,"Peturson, 1931",,
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,uredospores,infection,opt,21.1,note:  infection most successful 18.3-23.9. Midpoint taken as Topt.,,"Bailey, 1928",,
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,infection,opt,16.5,note:  12-21,,"Cotter, 1930",rust,barberry
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,infection,opt,16.5,note:  12-21,,"Cotter, 1932",rust,barberry
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,infection,opt,24,"note:  Joanette strain. extremely resistant to form 4 at 14 but completely susceptible at 24. Completely susceptible approximated as Topt. Note that ""no significant devition from the normal reactions of white rusian, richland and victory oats to any physiological forms occurs at 14.1, 18.2, 22.1 and 24.1"".",,"Gordon, 1930",,
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,infection,opt,28,"note:  at temps from 12 - 28, at 12 joanette strain resistant to forms 1, 3, 4 and 5, while at 28 was completely susceptible to all 9 forms (no appreciable effect on types of uredo-infection produced by forms 1 - 9 for victory, white russian and richland oats). Completely susceptible so approximated as Topt.",,"Gordon, 1931",,
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,infection,opt,28,"note:  at temps from 12 - 28, at 12 joanette strain resistant to forms 1, 3, 4 and 5, while at 28 was completely susceptible to all 9 forms (no appreciable effect on types of uredo-infection produced by forms 1 - 9 for victory, white russian and richland oats). Completely susceptible so approximated as Topt.",,"Gordon, 1933",,
fungi,puccinia graminis,secalis,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,infection,opt,17.5,note:  17-18,,"Lambert, 1929",leaf rust,barberry
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,infection,opt,20.45,"note:  18.9-22.2, >90% rust observed in this range",,"Levine, 1928",rust,wheat
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,infection,opt,21.5,"note:  18-25, fungus flourishes at air temperature within this range, midpoint assumed Topt",,"Mattras, 1932",,
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,infection,opt,12.2,"note:  at 25.6 all the hosts tested with different physiological forms were completely resistant (at 12.2 many were completely susceptible). Completely susceptible, so approximated as Topt.",,"Newton, Johnson, and Brown, 1931",,
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,infection,opt,22.5,note:  20-25,,"Peltier, 1923",rust,wheat
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,infection,opt,25,"note:  form 7 developed heavily on all different varieties at 25, but at 13.9 it failed to produce spores on green mountain, white tarter, and green russian. Developed heavily, approximated as Topt.",,"Peturson, 1931",,
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,infection,opt,20.1,note:  19.1-21.1,,"Stakman and Levine, 1919",rust,wheat
fungi,puccinia graminis,1,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,max,22,note:  >22,>,"Craigie, 1925",,
fungi,puccinia graminis,2- tritici 11,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,max,35,,,"Hursh, 1922",,
fungi,puccinia graminis,2- tritici 28,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,max,35,,,"Hursh, 1922",,
fungi,puccinia graminis,"2 - wheat, barley, oat",SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,max,31.5,note:  31-32,,"Johnson, E. C., 1921",,
fungi,puccinia graminis,1,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,max,30,note:  >30,>,"Mains, 1924",,
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,sporidium,spore germination,max,25,note:  no sporidium form at above 25,,"Melhus, Durrell and Kirby, 1920",,
fungi,puccinia graminis,3 - barley,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,max,30,,,"Melhus, Durrell and Kirby, 1920",,barley
fungi,puccinia graminis,2,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,max,29.5,note:  29-30,,"Metha, 1923",,
fungi,puccinia graminis,2 - wheat,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,max,31,note:  >31,>,"Stack, 1931",,wheat
fungi,puccinia graminis,2 - wheat,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,max,31,note:  >31,>,"Stack, 1931",,wheat
fungi,puccinia graminis,2- tritici 28,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,min,10,note:  <10,<,"Hursh, 1922",,
fungi,puccinia graminis,"2 - wheat, barley, oat",SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,min,1.75,note:  1.5-2,,"Johnson, E. C., 1921",,
fungi,puccinia graminis,1,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,min,5,note:  <5,<,"Mains, 1924",,
fungi,puccinia graminis,3 - barley,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,min,5,,,"Melhus, Durrell and Kirby, 1920",,barley
fungi,puccinia graminis,2,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,min,2.5,note:  2-3,,"Metha, 1923",,
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,min,2.5,"note:  2-3 (germinate freely between 15 - 25, trace at 2 - 3)",,"Newton M. and Johnson, 1936",,
fungi,puccinia graminis,2 - wheat,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,min,2,,,"Stack, 1931",,wheat
fungi,puccinia graminis,2 - wheat,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,opt,19,note:  18-20,,"Brown, A. N. and Newton, 1930",,wheat
fungi,puccinia graminis,1,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,opt,11.5,note:  5-18,,"Craigie, 1925",,
fungi,puccinia graminis,2- tritici 11,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,opt,15,note:  10-20,,"Hursh, 1922",,
fungi,puccinia graminis,2- tritici 28,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,opt,20,,,"Hursh, 1922",,
fungi,puccinia graminis,"2 - wheat, barley, oat",SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,opt,14.5,note:  12-17,,"Johnson, E. C., 1921",,
fungi,puccinia graminis,3 - wheat,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,opt,15,note:  12-18,,"Lambert, 1929",,wheat
fungi,puccinia graminis,1,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,opt,18,note:  16-20,,"Mains, 1924",,
fungi,puccinia graminis,0,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,opt,17.5,note:  15-20,,"Melhus, Durrell and Kirby, 1920",,
fungi,puccinia graminis,3 - barley,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,opt,20,,,"Melhus, Durrell and Kirby, 1920",,barley
fungi,puccinia graminis,2,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,opt,12.5,note:  5-20,,"Metha, 1923",,
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,uredospores,spore germination,opt,11,note:  best germination occuring at 10 - 12 (after storage for 128 days),,"Newton, Johnson, and Brown, 1931",,
fungi,puccinia graminis,2 - wheat,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,opt,17,note:  11-23,,"Stack, 1931",,wheat
fungi,puccinia graminis,2 - wheat,SF,Pers. (1794),,,,puccinia graminis,Pers.,SF,Pers. (1794),,,,,,,,spore germination,opt,20,note:  about - development of germ tubes,,"Stack, 1931",,wheat
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia phlei-pratensis,Erikss. Et Henn.,SF,Erikss. & Henning (1894),,,,,,,uredospores,spore germination,max,33,note:  >33,>,"Horsfall, 1930",,
fungi,puccinia graminis,,SF,Pers. (1794),,,,puccinia phlei-pratensis,Erikss. Et Henn.,SF,Erikss. & Henning (1894),,,,,,,uredospores,spore germination,opt,14.5,note:  3-26,,"Horsfall, 1930",,
fungi,puccinia helianthi,,SF,Schwein. (1822),,,,puccinia helianthi,Schw.,SF,Schwein. (1822),,,,,,,aecidiospores,infection,min,10,"note:  rust does not develop at temps below 10, but develops quickly with the return of higher temperature. 10 assumed Tmin. Recorded under ""infection"" so assume ""rust"" refers to name of disease caused by infection. Recorded as ""infection"" here.",,"Bailey, 1923",rust,
fungi,puccinia helianthi,,SF,Schwein. (1822),,,,puccinia helianthi,Schw.,SF,Schwein. (1822),,,,,,,uredospores,spore germination,max,28,note:  >28,>,"Bailey, 1922",,
fungi,puccinia helianthi,,SF,Schwein. (1822),,,,puccinia helianthi,Schw.,SF,Schwein. (1822),,,,,,,uredospores,spore germination,max,28,note:  >28,>,"Bailey, 1923",,
fungi,puccinia helianthi,,SF,Schwein. (1822),,,,puccinia helianthi,Schw.,SF,Schwein. (1822),,,,,,,teleutospores,spore germination,max,28,,,"Bailey, 1923",,
fungi,puccinia helianthi,,SF,Schwein. (1822),,,,puccinia helianthi,Schw.,SF,Schwein. (1822),,,,,,,uredospores,spore germination,min,6,note:  <6,<,"Bailey, 1922",,
fungi,puccinia helianthi,,SF,Schwein. (1822),,,,puccinia helianthi,Schw.,SF,Schwein. (1822),,,,,,,uredospores,spore germination,min,6,note:  <6,<,"Bailey, 1923",,
fungi,puccinia helianthi,,SF,Schwein. (1822),,,,puccinia helianthi,Schw.,SF,Schwein. (1822),,,,,,,teleutospores,spore germination,min,6,,,"Bailey, 1923",,
fungi,puccinia helianthi,,SF,Schwein. (1822),,,,puccinia helianthi,Schw.,SF,Schwein. (1822),,,,,,,uredospores,spore germination,opt,18,,,"Bailey, 1922",,
fungi,puccinia helianthi,,SF,Schwein. (1822),,,,puccinia helianthi,Schw.,SF,Schwein. (1822),,,,,,,teleutospores,spore germination,opt,18,note:  about,,"Bailey, 1923",,
fungi,puccinia helianthi,,SF,Schwein. (1822),,,,puccinia helianthi,Schw.,SF,Schwein. (1822),,,,,,,uredospores,spore germination,opt,18,,,"Bailey, 1923",,
fungi,puccinia hieracii,,SF,(Röhl.) H. Mart. (1817),,,,puccinia taraxaci,Plowr.,SF,Plowr. (1889),,,,,,,,disease development,opt,19,note:  18-20,,"Waters, 1928",,
fungi,puccinia hieracii,,SF,(Röhl.) H. Mart. (1817),,,,puccinia taraxaci,Plowr.,SF,Plowr. (1889),,,,,,,uredospores,spore germination,opt,19,note:  about 18-20,,"Waters, 1928",,
fungi,puccinia hordei,,SF,G.H. Otth (1871),,,,puccinia anomala,Rostr.,SF,Rostr. (1877),,,,,,,uredospores,spore germination,max,23,"note:  very poor (decided falling off in germination at 19). However, ""very poor"" means Tmax may extend > 23.",>,"Brown, A. M., and Newton, 1930",,
fungi,puccinia hordei,,SF,G.H. Otth (1871),,,,puccinia anomala,Rostr.,SF,Rostr. (1877),,,,,,,uredospores,spore germination,opt,14,note:  11-17,,"Brown, A. M., and Newton, 1930",,
fungi,puccinia hordei,,SF,G.H. Otth (1871),,,,puccinia simplex,(Koern) Erikks. et Henn.,SF,(Körn.) Erikss. & Henning (1894),,,,,,,,disease development,max,30,note:  susceptibility of susceptible barley varieties is maintained throughout the temperature range between minimum 8 and maximum 30. Assume this refers to Trange. (resistant varieties react different to the various physiological strains according to the temperature).,,"Hey, 1931",,barley
fungi,puccinia hordei,,SF,G.H. Otth (1871),,,,puccinia simplex,(Koern) Erikks. et Henn.,SF,(Körn.) Erikss. & Henning (1894),,,,,,,,disease development,max,30,note:  takes place up to 30 (or more),>,"Hey, 1931",rust,
fungi,puccinia hordei,,SF,G.H. Otth (1871),,,,puccinia simplex,(Koern) Erikks. et Henn.,SF,(Körn.) Erikss. & Henning (1894),,,,,,,,disease development,min,8,note:  susceptibility of susceptible barley varieties is maintained throughout the temperature range between minimum 8 and maximum 30. Assume this refers to Trange. (resistant varieties react different to the various physiological strains according to the temper,,"Hey, 1931",,barley
fungi,puccinia hordei,,SF,G.H. Otth (1871),,,,puccinia simplex,(Koern) Erikks. et Henn.,SF,(Körn.) Erikss. & Henning (1894),,,,,,,,disease development,opt,18,"note:  16-20 with a relative humidity of 70-80%, development of rust most abundant",,"Hey, 1931",rust,
fungi,puccinia hordei,,SF,G.H. Otth (1871),,,,puccinia simplex,(Koern) Erikks. et Henn.,SF,(Körn.) Erikss. & Henning (1894),,,,,,,,infection,max,30,note:  susceptibility of susceptible barley varieties is maintained throughout the temperature range between minimum 8 and maximum 30. Assume this refers to Trange. (resistant varieties react different to the various physiological strains according to the temper,,"Hey, 1931",,barley
fungi,puccinia hordei,,SF,G.H. Otth (1871),,,,puccinia simplex,(Koern) Erikks. et Henn.,SF,(Körn.) Erikss. & Henning (1894),,,,,,,,infection,max,30,note:  takes place up to 30 (or more),>,"Hey, 1931",rust,
fungi,puccinia hordei,,SF,G.H. Otth (1871),,,,puccinia simplex,(Koern) Erikks. et Henn.,SF,(Körn.) Erikss. & Henning (1894),,,,,,,,infection,max,21.5,"note:  15 - 20.5, three times level of infection compared to colder temperatures (and 20 - 23, no infection occurred). Hence, assumed Topt range. 21 - 23 assumed Tmax range",,"Pieschel, 1931",,barley
fungi,puccinia hordei,,SF,G.H. Otth (1871),,,,puccinia simplex,(Koern) Erikks. et Henn.,SF,(Körn.) Erikss. & Henning (1894),,,,,,,,infection,min,8,note:  susceptibility of susceptible barley varieties is maintained throughout the temperature range between minimum 8 and maximum 30. Assume this refers to Trange. (resistant varieties react different to the various physiological strains according to the temper,,"Hey, 1931",,barley
fungi,puccinia hordei,,SF,G.H. Otth (1871),,,,puccinia simplex,(Koern) Erikks. et Henn.,SF,(Körn.) Erikss. & Henning (1894),,,,,,,,infection,opt,18,"note:  16-20 with a relative humidity of 70-80%, development of rust most abundant",,"Hey, 1931",rust,
fungi,puccinia hordei,,SF,G.H. Otth (1871),,,,puccinia simplex,(Koern) Erikks. et Henn.,SF,(Körn.) Erikss. & Henning (1894),,,,,,,,infection,opt,17.75,"note:  15 - 20.5, three times level of infection compared to colder temperatures (and 20 - 23, no infection occurred). Hence, assumed Topt range.",,"Pieschel, 1931",,barley
fungi,puccinia malvacearum,,SF,Bertero ex Mont. (1852),,,,puccinia malvacearum,Mont.,SF,Bertero ex Mont. (1852),,,,,,,,spore germination,max,23,"note:  about 23, limiting temperature at which the spores germinate by mycelium, assumed Tmax.",,"Dietel, 1912",,
fungi,puccinia malvacearum,,SF,Bertero ex Mont. (1852),,,,puccinia malvacearum,Mont.,SF,Bertero ex Mont. (1852),,,,,,,teleutospores,spore germination,max,30,,,"Doran, 1919",,
fungi,puccinia malvacearum,,SF,Bertero ex Mont. (1852),,,,puccinia malvacearum,Mont.,SF,Bertero ex Mont. (1852),,,,,,,teleutospores,spore germination,max,25,note:  >25 no sporidia are formed (but produce the condidia which cut off from germ tubes). Assume Tmax = 25.,,"Hecke, 1914",,
fungi,puccinia malvacearum,,SF,Bertero ex Mont. (1852),,,,puccinia malvacearum,Mont.,SF,Bertero ex Mont. (1852),,,,,,,teleutospores,spore germination,min,3,,,"Doran, 1919",,
fungi,puccinia malvacearum,,SF,Bertero ex Mont. (1852),,,,puccinia malvacearum,Mont.,SF,Bertero ex Mont. (1852),,,,,,,teleutospores,spore germination,min,1,"note:  germinate at 1 (included as lower than Tmin for other estimate), however as germinated, Tmin could be <1.",<,"Hecke, 1914",,
fungi,puccinia malvacearum,,SF,Bertero ex Mont. (1852),,,,puccinia malvacearum,Mont.,SF,Bertero ex Mont. (1852),,,,,,,teleutospores,spore germination,opt,14,,,"Doran, 1919",,
fungi,puccinia menthae,,SF,Pers. (1801),,,,puccinia menthae,Pers.,SF,Pers. (1801),,,,,,,uredospores,spore germination,max,27.5,note:  25-30,,"Ikata, 1929",,
fungi,puccinia menthae,,SF,Pers. (1801),,,,puccinia menthae,Pers.,SF,Pers. (1801),,,,,,,uredospores,spore germination,opt,18,note:  about,,"Ikata, 1929",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia dispersa,Erikss. et Henn,SF,Erikss. & Henning (1894),,,,,,,uredospores,spore germination,max,30,,,"Stock, 1931",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia dispersa,Erikss. et Henn,SF,Erikss. & Henning (1894),,,,,,,uredospores,spore germination,max,26.75,note:  26-27.5,,"Ward, 1901",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia dispersa,Erikss. et Henn,SF,Erikss. & Henning (1894),,,,,,,uredospores,spore germination,min,0,note:  >0,>,"Stock, 1931",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia dispersa,Erikss. et Henn,SF,Erikss. & Henning (1894),,,,,,,uredospores,spore germination,min,11,note:  10-12,,"Ward, 1901",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia dispersa,Erikss. et Henn,SF,Erikss. & Henning (1894),,,,,,,uredospores,spore germination,opt,15.75,note:  9-22.5,,"Stock, 1931",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia dispersa,Erikss. et Henn,SF,Erikss. & Henning (1894),,,,,,,uredospores,spore germination,opt,10,"note:  about, Topt for germ tube development",,"Stock, 1931",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia dispersa,Erikss. et Henn,SF,Erikss. & Henning (1894),,,,,,,uredospores,spore germination,opt,20,,,"Ward, 1901",,
fungi,puccinia recondita,rye,SF,"Roberge ex Desm., Bull. Soc. bot. Fr. 4: 798 (1857)",,,,puccinia rubigo-vera,Wint,SF,(DC.) G. Winter (1881),puccinia ruvigo-vera,,,,,Y,uredospores,spore germination,max,30,note:  about,,"Johnson, E. C. 1912",,
fungi,puccinia recondita,wheat,SF,"Roberge ex Desm., Bull. Soc. bot. Fr. 4: 798 (1857)",,,,puccinia rubigo-vera,Wint,SF,(DC.) G. Winter (1881),puccinia ruvigo-vera,,,,,Y,uredospores,spore germination,max,31.5,note:  31-32,,"Johnson, E. C. 1912",,
fungi,puccinia recondita,rye,SF,"Roberge ex Desm., Bull. Soc. bot. Fr. 4: 798 (1857)",,,,puccinia rubigo-vera,Wint,SF,(DC.) G. Winter (1881),puccinia ruvigo-vera,,,,,Y,uredospores,spore germination,min,1.75,note:  1.5-2,,"Johnson, E. C. 1912",,
fungi,puccinia recondita,wheat,SF,"Roberge ex Desm., Bull. Soc. bot. Fr. 4: 798 (1857)",,,,puccinia rubigo-vera,Wint,SF,(DC.) G. Winter (1881),puccinia ruvigo-vera,,,,,Y,uredospores,spore germination,min,1.75,note:  1.5-2,,"Johnson, E. C. 1912",,
fungi,puccinia recondita,rye,SF,"Roberge ex Desm., Bull. Soc. bot. Fr. 4: 798 (1857)",,,,puccinia rubigo-vera,Wint,SF,(DC.) G. Winter (1881),puccinia ruvigo-vera,,,,,Y,uredospores,spore germination,opt,14.5,note:  12-17,,"Johnson, E. C. 1912",,
fungi,puccinia recondita,wheat,SF,"Roberge ex Desm., Bull. Soc. bot. Fr. 4: 798 (1857)",,,,puccinia rubigo-vera,Wint,SF,(DC.) G. Winter (1881),puccinia ruvigo-vera,,,,,Y,uredospores,spore germination,opt,14.5,note:  12-17,,"Johnson, E. C. 1912",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia triticina,Erikss.,SF,Erikss. (1899),,,,,,,,disease development,max,21,"note:  pustule formation. 20, 22 von Rumkers Sommerdiskkopf showed remarkale resistance (quite susceptible at 14 - 16 and 8 - 12). Tendancy in resistance observed in others. Remarkable resistance so assumed Tmax.",,"Gassner and Straib, 1931",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia triticina,Erikss.,SF,Erikss. (1899),,,,,,,,disease development,max,30,note:  pustule formation,,"Naumova and Haymoba, 1935",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia triticina,Erikss.,SF,Erikss. (1899),,,,,,,,disease development,min,15,note:  pustule formation,,"Naumova and Haymoba, 1935",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia triticina,Erikss.,SF,Erikss. (1899),,,,,,,,disease development,opt,12,"note:  pustule formation. 20, 22 von Rumkers Sommerdiskkopf showed remarkale resistance (quite susceptible at 14 - 16 and 8 - 12, hence 16 - 8 assumed Topt range). Tendancy in resistance observed in others. ",,"Gassner and Straib, 1931",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia triticina,Erikss.,SF,Erikss. (1899),,,,,,,,disease development,opt,18.5,note:  fungus flourishes between 15-22. Flourishes taken to mean does very well - hence assumed Topt range.,,"Mattrass, 1932",leaf rust,wheat
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia triticina,Erikss.,SF,Erikss. (1899),,,,,,,,disease development,opt,25,note:  pustule formation,,"Naumova and Haymoba, 1935",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia triticina,Erikss.,SF,Erikss. (1899),,,,,,,,infection,max,29,note:  very little infection occurs at 29 (when stomata either open or closed),>,"Caldwell, R. M. and Stone, 1936",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia triticina,Erikss.,SF,Erikss. (1899),,,,,,,,infection,max,30,,,"Naumova and Haymoba, 1935",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia triticina,Erikss.,SF,Erikss. (1899),,,,,,,,infection,min,15,,,"Naumova and Haymoba, 1935",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia triticina,Erikss.,SF,Erikss. (1899),,,,,,,,infection,opt,18.5,"note:  15 and 22, abundant infection",,"Caldwell, R. M. and Stone, 1936",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia triticina,Erikss.,SF,Erikss. (1899),,,,,,,,infection,opt,18.5,note:  fungus flourishes between 15-22. Flourishes taken to mean does very well - hence assumed Topt range.,,"Mattrass, 1932",leaf rust,wheat
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia triticina,Erikss.,SF,Erikss. (1899),,,,,,,,infection,opt,25,,,"Naumova and Haymoba, 1935",,
